id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"82.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"77.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"44.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"45.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"31.0";"1.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"82.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"77.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"34.0";"1.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"53.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"82.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"31.0";"1.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"33.0";"1.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"77.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"49.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"77.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"77.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"31.0";"1.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"77.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"90.0";"5.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"34";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"77.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"62.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"73.0";"1.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"45.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"6";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"5";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"44.0";"2.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
"2016-1144116";"2016-07-12";"1";"Vente";"3492377.8";"30";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0204";"None";"None";"1002";"nan";"1003";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"35.0";"1.0";"None";"None";"None";"None";"nan";"2.317051";"48.902777";"0000U"
